id,source_numeric_id,source_id,topic,formula_id,answer,unit,style_index,generation_reason,question,explanation
TEG_NPF_abs_least_000_00288,NPF_abs_least_000,NPF_abs_least_000,measurement_error,absolute_error_from_least_count_half,0.1,cm,0,missing_reference_cot,"A ruler has least count 0.2 cm. Using half the least count as uncertainty, find the absolute error.","The question asks for absolute error (Delta_x), so the locked solver treats it as a measurement-uncertainty relation. The extracted data are least count = 0.2 cm. Using Delta x = least_count/2, the calculator evaluates Delta x = least_count/2. After applying the requested output unit, the result is 0.1 cm."
TEG_NPF_faraday_004_00289,NPF_faraday_004,NPF_faraday_004,induction,faraday_emf_from_flux_change,0.4,V,2,missing_reference_cot,The magnetic flux changes from 0.0004 Wb to 0 Wb in 0.001 s. Find the average induced emf.,"The problem context is preserved from the original question: The magnetic flux changes from 0.0004 Wb to 0 Wb in 0.001 s. Find the average induced emf. The target is voltage (e). With magnetic flux = 0.0004 Wb; magnetic flux = 0 Wb; time = 0.001 s, the verified relation |e| = |Delta Phi|/Delta t is used. The calculator's substitution step is |e| = |Delta Phi|/Delta t, leading to 0.4 V."
TEG_NPF_cap_series_004_00290,NPF_cap_series_004,NPF_cap_series_004,capacitor,capacitance_series,4.8,uF,4,missing_reference_cot,Two capacitors of 8 uF and 12 uF are connected in series. Find the equivalent capacitance.,"The quantities in the question are matched to the capacitor relation: capacitance = 8 uF; capacitance = 12 uF. The requested result is capacitance (C_eq), so the calculation uses 1/C_eq = sum(1/C_i). The evaluated result is 4.8 uF."
TEG_CH162_00293,NP_AUG_00368_NP_semantic_CH162,CH162,circuit_resistance,current_from_voltage_resistance,1.5,A,0,reference_explanation_quality_rejected,A resistor of 80 ohm is connected to a 120 V source. Calculate the current.,"The question asks for current (I0), so the locked solver treats it as a circuit resistance relation. The extracted data are voltage = 120 V; resistance = 80 ohm. Using I = U/R, the calculator evaluates I = U/R. After applying the requested output unit, the result is 1.5 A."
TEG_NPF_cap_series_001_00295,NPF_cap_series_001,NPF_cap_series_001,capacitor,capacitance_series,6,uF,3,missing_reference_cot,Two capacitors of 10 uF and 15 uF are connected in series. Find the equivalent capacitance.,"First identify the requested quantity as capacitance (C_eq). The usable values are capacitance = 10 uF; capacitance = 15 uF. For this capacitor relation, the governing expression is 1/C_eq = sum(1/C_i). Substituting the extracted values gives 1/C_eq = sum(1/C_i); therefore the final value is 6 uF."
TEG_THCB126_00296,NP_semantic_THCB126,THCB126,measurement_error,relative_error_from_absolute,0.285714,%,7,duplicate_verified_golden_expanded_replaced_by_locked_trace,The measured length is 70.0 ± 0.2 cm. Calculate the percentage relative uncertainty.,"The calculation follows directly from the locked formula relative error = Delta x/x x 100%. After reading given 1 = 70.0 ± 0.2 cm from the question, the calculator performs relative error = Delta x/x x 100%. This matches the requested relative error (relative_error), so the final answer is 0.285714 %."
TEG_CH081_00297,NP_semantic_CH081,CH081,ac_resonance,rlc_resonance_inductance_from_C_f,633.257,mH,7,reference_explanation_quality_rejected,"Given a 4 uF capacitor, what inductance (L) is needed for resonance at 100 Hz?","The calculation follows directly from the locked formula L = 1/((2 x pi x f)^2 x C). After reading capacitance = 4 uF; frequency = 100 Hz from the question, the calculator performs L = 1/((2 x pi x f)^2 x C). This matches the requested inductance (L), so the final answer is 633.257 mH."
TEG_CH087_00300,NP_AUG_00724_NP_semantic_CH087,CH087,ac_resonance,rlc_resonance_capacitance_from_L_f,1.31929,uF,5,duplicate_generated_locked_trace_replaced_by_locked_trace,"At resonance, an LC branch has L = 0.03 H and f = 800.0 Hz. Calculate C.","Reading the question literally, the known values are inductance = 0.03 H; frequency = 800.0 Hz. Those values are sufficient for capacitance (C) because the governing relation is C = 1/((2 x pi x f)^2 x L). Carrying out the calculator step C = 1/((2 x pi x f)^2 x L) gives 1.31929 uF."
TEG_0001_00303,NP_AUG_00595_NP_SEED_NPV_0001,0001,electrostatics_force,coulomb_force_two_charges,6.94444,N,7,missing_reference_cot,Find the Coulomb force between charges 2.5 microcoulombs and 2.5 microcoulombs at distance 9 centimeters.,"The calculation follows directly from the locked formula F = k x |q1 x q2|/r^2. After reading charge = 2.5 microcoulombs; charge = 2.5 microcoulombs; distance = 9 centimeters from the question, the calculator performs F = k x |q1 x q2|/r^2. This matches the requested force (F), so the final answer is 6.94444 N."
TEG_THCB205_00304,NP_semantic_THCB205,THCB205,circuit_power,power_from_current_resistance,45,W,1,reference_explanation_quality_rejected,A current I = 3.0 A flows through a resistor R = 5 ohm. Calculate the Joule power.,"The wording describes this situation: A current I = 3.0 A flows through a resistor R = 5 ohm. Calculate the Joule power. The relevant quantities are current = 3.0 A; resistance = 5 ohm, and the relation is P = I^2 x R. Evaluating that relation for the extracted values gives 45 W."
TEG_CH091_00306,NP_AUG_00742_NP_semantic_CH091,CH091,ac_resonance,rlc_resonance_capacitance_from_L_f,46.908,uF,4,reference_explanation_quality_rejected,"At resonance, an LC branch has L = 0.6 H and f = 30.0 Hz. Calculate C.","The quantities in the question are matched to the AC resonance relation: inductance = 0.6 H; frequency = 30.0 Hz. The requested result is capacitance (C), so the calculation uses C = 1/((2 x pi x f)^2 x L). The evaluated result is 46.908 uF."
TEG_NPF_XL_000_00309,NPF_XL_000,NPF_XL_000,ac_resonance,inductive_reactance_from_L_f,37.6991,ohm,0,missing_reference_cot,An inductor of 0.1 H is used at frequency 60 Hz. Find the inductive reactance.,"The question asks for resistance (X_L), so the locked solver treats it as a AC resonance relation. The extracted data are inductance = 0.1 H; frequency = 60 Hz. Using X_L = 2 x pi x f x L, the calculator evaluates X_L = 2 x pi x f x L. After applying the requested output unit, the result is 37.6991 ohm."
TEG_LD040_00310,NP_AUG_00458_NP_semantic_LD040,LD040,electrostatics_force,coulomb_force_two_charges,15,N,4,duplicate_verified_golden_expanded_replaced_by_locked_trace,What force acts between two charges 2.4 uC and -1.6 uC placed 4.8 cm apart?,"The quantities in the question are matched to the Coulomb-force relation: charge = 2.4 uC; charge = -1.6 uC; distance = 4.8 cm. The requested result is force (F), so the calculation uses F = k x |q1 x q2|/r^2. The evaluated result is 15 N."
TEG_CH082_00311,NP_AUG_00672_NP_semantic_CH082,CH082,ac_resonance,rlc_resonance_capacitance_from_L_f,1.58314,uF,4,reference_explanation_quality_rejected,A series RLC circuit resonates at 400.0 Hz with inductance 0.1 H. Find the required capacitance.,"The quantities in the question are matched to the AC resonance relation: inductance = 0.1 H; frequency = 400.0 Hz. The requested result is capacitance (C), so the calculation uses C = 1/((2 x pi x f)^2 x L). The evaluated result is 1.58314 uF."
TEG_TD049_00312,NP_semantic_TD049,TD049,capacitor,capacitor_energy_from_C_U,645.077,nJ,6,reference_explanation_quality_rejected,An air-filled parallel-plate capacitor has a capacitance of 51.55 pF and is charged to a potential difference of 158.2 V. Calculate the electric field energy stored in the capacitor.,"Because the question is asking for energy (W), the solver does not use unrelated quantities. It keeps capacitance = 51.55 pF; voltage = 158.2 V and applies W = 0.5 x C x U^2. The verified computation is W = 0.5 x C x U^2, so the reported result is 645.077 nJ."
TEG_DDT484_00314,NP_AUG_00605_NP_semantic_DDT484,DDT484,LC_oscillation,lc_max_current_from_voltage_capacitance_inductance,0.189737,A,1,reference_explanation_quality_rejected,"An LC circuit has L = 0.2 H, C = 50.0 uF, and maximum capacitor voltage 12.0 V. Find the maximum current.","The wording describes this situation: An LC circuit has L = 0.2 H, C = 50.0 uF, and maximum capacitor voltage 12.0 V. Find the maximum current. The relevant quantities are inductance = 0.2 H; capacitance = 50.0 uF; voltage = 12.0 V, and the relation is I0 = U0 x sqrt(C/L). Evaluating that relation for the extracted values gives 0.189737 A."
TEG_NL118_00316,NP_AUG_00567_NP_semantic_NL118,NL118,induction,inductor_energy_from_L_I,38.4,mJ,4,reference_explanation_quality_rejected,An inductor of 0.12 H carries 0.8 A. Calculate the magnetic energy stored.,"The quantities in the question are matched to the magnetic induction relation: inductance = 0.12 H; current = 0.8 A. The requested result is energy (W), so the calculation uses W = 0.5 x L x I^2. The evaluated result is 38.4 mJ."
TEG_DDT398_00317,NP_semantic_DDT398,DDT398,induction,inductor_energy_from_L_I,0.225,J,6,reference_explanation_quality_rejected,"An inductor has an inductance of 0.05 H, and a current of 3 A flows through it. Calculate the magnetic energy.","Because the question is asking for energy (W), the solver does not use unrelated quantities. It keeps inductance = 0.05 H; current = 3 A and applies W = 0.5 x L x I^2. The verified computation is W = 0.5 x L x I^2, so the reported result is 0.225 J."
TEG_CH074_00319,NP_AUG_00650_NP_semantic_CH074,CH074,ac_resonance,rlc_resonance_capacitance_from_L_f,10.0497,uF,1,reference_explanation_quality_rejected,What capacitor is needed with 0.5 H to obtain resonance at 71.0 Hz?,"The wording describes this situation: What capacitor is needed with 0.5 H to obtain resonance at 71.0 Hz? The relevant quantities are inductance = 0.5 H; frequency = 71.0 Hz, and the relation is C = 1/((2 x pi x f)^2 x L). Evaluating that relation for the extracted values gives 10.0497 uF."
TEG_TD076_00321,NP_AUG_00149_NP_semantic_TD076,TD076,capacitor,capacitor_energy_from_C_U,676.839,nJ,6,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the energy in the electric field of a capacitor with C = 81.22 pF and U = 129.1 V.,"Because the question is asking for energy (W), the solver does not use unrelated quantities. It keeps capacitance = 81.22 pF; voltage = 129.1 V and applies W = 0.5 x C x U^2. The verified computation is W = 0.5 x C x U^2, so the reported result is 676.839 nJ."
TEG_DT113_00322,NP_AUG_00531_NP_semantic_DT113,DT113,electrostatics_field,electric_field_point_charge_or_superposition,8437.5,V/m,0,duplicate_verified_golden_expanded_replaced_by_locked_trace,A point charge of 6.0 nC is observed from a distance of 8.0 cm. Calculate the electric field magnitude.,"The question asks for electric field (E), so the locked solver treats it as a electric-field relation. The extracted data are charge = 6.0 nC; distance = 8.0 cm. Using E = k x |q|/r^2, the calculator evaluates E = k x |q|/r^2. After applying the requested output unit, the result is 8437.5 V/m."
TEG_NPF_rlc_P_003_00325,NPF_rlc_P_003,NPF_rlc_P_003,ac_resonance,rlc_series_power_from_U_R_XL_XC,36,W,2,missing_reference_cot,"A series RLC circuit has U = 60 V, R = 20 ohm, XL = 50 ohm, and XC = 10 ohm. Calculate the average power consumed.","The problem context is preserved from the original question: A series RLC circuit has U = 60 V, R = 20 ohm, XL = 50 ohm, and XC = 10 ohm. Calculate the average power consumed. The target is power (P). With voltage = 60 V; resistance = 20 ohm; inductive reactance = 50 ohm; capacitive reactance = 10 ohm, the verified relation P = U^2 x R/Z^2 is used. The calculator's substitution step is P = U^2 x R/Z^2, leading to 36 W."
TEG_NPF_Z_RLC_001_00328,NPF_Z_RLC_001,NPF_Z_RLC_001,ac_resonance,series_ac_impedance_from_R_XL_XC,78.1025,ohm,6,missing_reference_cot,"A series RLC circuit has R = 50 ohm, XL = 90 ohm, and XC = 30 ohm. Calculate its impedance.","Because the question is asking for resistance (Z), the solver does not use unrelated quantities. It keeps resistance = 50 ohm; inductive reactance = 90 ohm; capacitive reactance = 30 ohm and applies Z = sqrt(R^2+(XL-XC)^2). The verified computation is Z = sqrt(R^2+(XL-XC)^2), so the reported result is 78.1025 ohm."
TEG_THCB072_00329,NP_AUG_00121_NP_semantic_THCB072,THCB072,circuit_resistance,total_current_parallel_resistors_from_voltage,3,A,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,A parallel circuit has branches 10.0 ohm and 5.0 ohm connected to 10.0 V. Calculate the total current.,"The problem context is preserved from the original question: A parallel circuit has branches 10.0 ohm and 5.0 ohm connected to 10.0 V. Calculate the total current. The target is current (I). With resistance = 10.0 ohm; resistance = 5.0 ohm; voltage = 10.0 V, the verified relation I_total = U x sum(1/R_i) is used. The calculator's substitution step is I_total = U x sum(1/R_i), leading to 3 A."
TEG_NPF_field_resultant_003_00331,NPF_field_resultant_003,NPF_field_resultant_003,electrostatics_field,electric_field_resultant_two_vectors_from_angle,707.107,V/m,3,missing_reference_cot,Two perpendicular electric fields have magnitudes 500 V/m and 500 V/m. Calculate the resultant electric field.,"First identify the requested quantity as electric field (E). The usable values are electric field = 500 V/m; electric field = 500 V/m. For this electric-field relation, the governing expression is E = sqrt(E1^2+E2^2+2E1E2 x cos(theta)). Substituting the extracted values gives E = sqrt(E1^2+E2^2+2E1E2 x cos(theta)); therefore the final value is 707.107 V/m."
